date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:07:26	57592/57592	---M-Z	200	added ('OK')	text/html	etag:W/%22e141557c56a1ac09d63af0dd9591028a%22	http://www.konjoe.com/catering	C:/My%20Web%20Sites/http___www.konjoe.com_/www.konjoe.com/catering.html	(from http://www.konjoe.com/)
01:07:28	43586/43586	---M-Z	200	added ('OK')	text/html	etag:W/%22ee9f8021e1835eabbba10d7d44b2299e%22	http://www.konjoe.com/about	C:/My%20Web%20Sites/http___www.konjoe.com_/www.konjoe.com/about.html	(from http://www.konjoe.com/)
01:07:30	45457/45457	---M-Z	200	added ('OK')	text/html	etag:W/%22935114d460cd5c65f5146c589e434014%22	http://www.konjoe.com/contact	C:/My%20Web%20Sites/http___www.konjoe.com_/www.konjoe.com/contact.html	(from http://www.konjoe.com/)
01:07:35	5424/5424	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2029%20Jun%202019%2023:07:21%20GMT	https://static1.squarespace.com/static/ta/507c1fdb84ae362b5e7be351/2143/scripts/combo/?site.js	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/ta/507c1fdb84ae362b5e7be351/2143/scripts/combo/index4be1.html	(from http://www.konjoe.com/)
01:07:49	1977526/1977526	---M-Z	200	added ('OK')	text/javascript	etag:%22c6f76a486c4a2c2c00999fe8fba345e0%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-d167e2b4be54342cf27f-min.en-US.js	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/scripts-compressed/commerce-d167e2b4be54342cf27f-min.en-US.js	(from http://www.konjoe.com/)
01:07:51	1534803/1534803	---M-Z	200	added ('OK')	text/javascript	etag:%222d16149e9052424248518f69bd6a8749%22	http://assets.squarespace.com/universal/scripts-compressed/common-a9541130babc4e71950c-min.en-US.js	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/scripts-compressed/common-a9541130babc4e71950c-min.en-US.js	(from http://www.konjoe.com/)
01:07:52	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-7e1f0c01f1058c944652b6e553c33629-min.css)
01:07:52	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/cart-16-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/cart-16-light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-7e1f0c01f1058c944652b6e553c33629-min.css)
01:07:52	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:08%20GMT	http://assets.squarespace.com/universal/images-v6/damask/cart-32-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/cart-32-light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-7e1f0c01f1058c944652b6e553c33629-min.css)
01:07:52	479/479	---M--	200	added ('OK')	image/png	etag:W/%2262193108e9173398c3c7a05a250717c7%22	http://assets.squarespace.com/universal/images-v6/icons/icon-cart-18-dark.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/icons/icon-cart-18-dark.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-7e1f0c01f1058c944652b6e553c33629-min.css)
01:07:53	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:53	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:53	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:53	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:56	537404/537404	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202019%2023:07:55%20GMT	http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/gallery-play-big.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/gallery-play-big.css	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:58	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:58	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:58	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:59	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:59	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:59	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:07:59	537404/537404	---MCZ	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202019%2023:07:57%20GMT	http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/gallery-play-big@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/gallery-play-big@2x.css	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:00	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:00	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:00	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:00	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:01	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:01	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:01	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:01	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:02	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	http://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:02	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:03	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:03	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:03	1314/1314	---M--	200	added ('OK')	image/png	etag:%22a97813aa1c8a5764999edfb5a5295281%22	http://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:03	2831/2831	---M--	200	added ('OK')	image/png	etag:%225605efa1576bc2746410ce0ae77f5949%22	http://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:04	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/http___www.konjoe.com_/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:06	365971/365971	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202019%2023:08:05%20GMT	https://static1.squarespace.com/static/ta/507c1fdb84ae362b5e7be351/2118/assets/default-bg-image.jpg	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/ta/507c1fdb84ae362b5e7be351/2118/assets/default-bg-image.jpg	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:08	471342/471342	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202019%2023:08:07%20GMT	https://static1.squarespace.com/static/54c8619de4b0723be33465b7/t/5ac907a403ce649b2a162269/1523124136715/KONJOE_EP0024.jpg	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/54c8619de4b0723be33465b7/t/5ac907a403ce649b2a162269/1523124136715/KONJOE_EP0024.jpg	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:08	310991/310991	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202019%2023:08:06%20GMT	https://static1.squarespace.com/static/ta/507c1fdb84ae362b5e7be351/2118/assets/alt-bg-image.jpg	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/ta/507c1fdb84ae362b5e7be351/2118/assets/alt-bg-image.jpg	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:10	40839/40839	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225c07f53235b6960b4b3f5e0508642f70%22	http://www.konjoe.com/POST	C:/My%20Web%20Sites/http___www.konjoe.com_/www.konjoe.com/POST.30.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
01:08:12	471342/471342	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202019%2023:08:08%20GMT	https://static1.squarespace.com/static/54c8619de4b0723be33465b7/t/5ac9069ff950b74252e12c93/1523123875605/KONJOE_EP0024.jpg	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/54c8619de4b0723be33465b7/t/5ac9069ff950b74252e12c93/1523123875605/KONJOE_EP0024.jpg	(from http://static1.squarespace.com/static/sitecss/54c8619de4b0723be33465b7/71/507c1fdf84ae362b5e7be44e/54c8619de4b0723be33465bf/2143-05142015/1523124468510/site.css?&filterFeatures=false)
01:08:12	1933/1933	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Jun%202019%2023:08:12%20GMT	https://static1.squarespace.com/robots.txt		(from http://www.konjoe.com/)
01:08:13	5679/5679	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202019%2023:08:12%20GMT	https://static1.squarespace.com/static/54c8619de4b0723be33465b7/t/5a336697085229e36d991c71/1504739881456/Screen+Shot+2017-09-06+at+4.17.17+PM.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/54c8619de4b0723be33465b7/t/5a336697085229e36d991c71/1504739881456/Screen+Shot+2017-09-06+at+4.17.17+PM.png	(from http://www.konjoe.com/burgerbarmonticello)
01:08:14	5679/5679	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202019%2023:08:13%20GMT	https://static1.squarespace.com/static/54c8619de4b0723be33465b7/t/59b0821dd7bdcec266f9b7e8/1513318039721/Screen+Shot+2017-09-06+at+4.17.17+PM.png	C:/My%20Web%20Sites/http___www.konjoe.com_/static1.squarespace.com/static/54c8619de4b0723be33465b7/t/59b0821dd7bdcec266f9b7e8/1513318039721/Screen+Shot+2017-09-06+at+4.17.17+PM.png	(from http://www.konjoe.com/burgerbarspsm)
